operation_id,date,region,site,revenue,target_revenue,order_volume,operating_cost,downtime_minutes,maintenance_cost,csat_score
OP-00612,2026-04-03,North,NO-02,8695.61,11027.16,81,6062.74,11,545.64,86
OP-00613,2026-04-03,North,NO-03,10454.27,9189.30,114,5476.02,11,547.60,93
OP-00614,2026-04-03,North,NO-04,11626.71,11129.26,96,7301.36,8,730.13,84
OP-00615,2026-04-03,North,NO-05,7327.76,9087.20,108,6975.41,13,767.29,76
OP-00616,2026-04-06,North,NO-01,7913.98,11435.57,77,6258.31,13,688.41,79
OP-00617,2026-04-06,North,NO-02,11040.49,11946.09,74,7692.51,12,692.32,95
OP-00618,2026-04-06,North,NO-03,9574.94,8270.37,83,6062.74,11,303.13,96
OP-00619,2026-04-06,North,NO-04,9086.42,8372.47,117,7236.17,9,868.34,82
OP-00620,2026-04-06,North,NO-05,10258.86,12660.81,119,6910.22,12,760.12,88
OP-00621,2026-04-07,North,NO-01,11138.20,8168.27,79,5215.26,11,573.67,77
OP-00622,2026-04-07,North,NO-02,10454.27,11537.68,88,8083.65,9,404.18,90
OP-00623,2026-04-07,North,NO-03,8207.09,12048.19,74,6519.08,12,717.09,89
OP-00624,2026-04-07,North,NO-04,8011.68,10618.75,82,6062.74,9,545.64,96
OP-00625,2026-04-07,North,NO-05,8304.80,11027.16,86,8083.65,13,808.36,84
OP-00626,2026-04-08,North,NO-01,9379.53,11435.57,110,7757.70,12,465.46,89
OP-00627,2026-04-08,North,NO-02,11333.60,9495.61,111,6453.88,13,774.46,81
OP-00628,2026-04-08,North,NO-03,10161.16,8066.16,89,6062.74,13,424.39,83
OP-00629,2026-04-08,North,NO-04,7620.87,11333.47,73,5280.45,13,264.02,84
OP-00630,2026-04-08,North,NO-05,7425.46,9801.92,82,5736.79,10,688.41,78
OP-00631,2026-04-09,North,NO-01,10649.68,11435.57,74,6845.03,9,821.40,88
OP-00632,2026-04-09,North,NO-02,11040.49,9597.71,99,6910.22,11,829.22,78
OP-00633,2026-04-09,North,NO-03,7327.76,8576.68,89,5736.79,9,516.31,88
OP-00634,2026-04-09,North,NO-04,11235.90,10516.64,77,7822.89,11,782.28,82
OP-00635,2026-04-09,North,NO-05,9574.94,10312.44,106,7105.79,8,710.57,88
OP-00636,2026-04-10,North,NO-01,9770.35,7759.85,101,6779.84,12,542.38,88
OP-00637,2026-04-10,North,NO-02,9770.35,9087.20,99,5801.98,8,522.17,77
OP-00638,2026-04-10,North,NO-03,10063.46,11435.57,102,5541.21,10,664.94,82
OP-00639,2026-04-10,North,NO-04,11040.49,9291.40,113,6845.03,9,410.70,91
OP-00640,2026-04-10,North,NO-05,11040.49,10006.13,82,6649.46,9,664.94,83
OP-00641,2026-04-13,North,NO-01,11333.60,11741.88,112,7040.60,11,774.46,81
OP-00642,2026-04-13,North,NO-02,8207.09,10108.23,105,7431.75,10,445.90,88
OP-00643,2026-04-13,North,NO-03,9086.42,11231.37,113,7496.94,11,899.63,76
OP-00644,2026-04-13,North,NO-04,8207.09,11129.26,83,5084.88,11,305.09,80
OP-00645,2026-04-13,North,NO-05,11235.90,11333.47,105,7822.89,13,782.28,96
OP-00646,2026-04-14,North,NO-01,9281.83,10516.64,88,5606.40,9,392.44,84
OP-00647,2026-04-14,North,NO-02,7523.17,10006.13,84,5084.88,10,305.09,94
OP-00648,2026-04-14,North,NO-03,8500.20,8576.68,93,6714.65,13,738.61,86
OP-00649,2026-04-14,North,NO-04,9184.13,11231.37,73,6714.65,13,335.73,84
OP-00650,2026-04-14,North,NO-05,7816.28,10516.64,107,7236.17,9,723.61,95
OP-00651,2026-04-15,North,NO-01,11919.82,9087.20,80,5671.60,14,680.59,92
OP-00652,2026-04-15,North,NO-02,10161.16,7861.96,99,7105.79,9,639.52,85
OP-00653,2026-04-15,North,NO-03,7913.98,9597.71,81,6519.08,8,456.33,85
OP-00654,2026-04-15,North,NO-04,9868.05,11537.68,104,5606.40,14,672.76,87
OP-00655,2026-04-15,North,NO-05,12115.23,9087.20,110,7366.55,8,441.99,77
OP-00656,2026-04-16,North,NO-01,10747.38,7759.85,106,6845.03,9,479.15,83
OP-00657,2026-04-16,North,NO-02,8304.80,8678.78,113,5606.40,11,280.32,83
OP-00658,2026-04-16,North,NO-03,9086.42,8372.47,81,7888.08,11,788.80,82
OP-00659,2026-04-16,North,NO-04,8011.68,12048.19,84,6193.12,10,557.38,88
OP-00660,2026-04-16,North,NO-05,12212.93,11537.68,104,7757.70,11,775.77,89
OP-00661,2026-04-17,North,NO-01,8793.31,10414.54,89,5606.40,12,392.44,87
OP-00662,2026-04-17,North,NO-02,9672.64,12048.19,78,5736.79,8,401.57,79
OP-00663,2026-04-17,North,NO-03,9574.94,9699.82,106,6519.07,12,586.71,82
OP-00664,2026-04-17,North,NO-04,11724.42,10312.44,81,6910.22,9,760.12,96
OP-00665,2026-04-17,North,NO-05,11529.01,8066.16,109,7236.17,12,361.80,85
OP-00666,2026-04-20,North,NO-01,10942.79,8678.78,87,6323.50,11,442.64,82
OP-00667,2026-04-20,North,NO-02,9770.35,8780.89,119,6779.84,11,542.38,83
OP-00668,2026-04-20,North,NO-03,8695.61,10720.85,89,6193.12,11,681.24,88
OP-00669,2026-04-20,North,NO-04,11529.01,11027.16,79,4954.50,13,495.45,93
OP-00670,2026-04-20,North,NO-05,8500.20,10006.13,89,6323.50,9,632.35,77
OP-00671,2026-04-21,North,NO-01,7523.17,8372.47,120,5867.17,8,704.06,78
OP-00672,2026-04-21,North,NO-02,10356.57,10210.33,108,5410.83,9,270.54,94
OP-00673,2026-04-21,North,NO-03,8500.20,12456.60,81,5215.26,9,521.52,82
OP-00674,2026-04-21,North,NO-04,7425.46,9597.71,87,8018.46,10,721.66,92
OP-00675,2026-04-21,North,NO-05,11333.60,10516.64,109,6453.88,8,645.38,87
OP-00676,2026-04-22,North,NO-01,11040.49,11231.37,87,5997.55,9,359.85,81
OP-00677,2026-04-22,North,NO-02,11138.20,11231.37,82,5932.36,13,355.94,87
OP-00678,2026-04-22,North,NO-03,10649.68,8780.89,81,6258.31,12,375.49,91
OP-00679,2026-04-22,North,NO-04,10356.57,12048.19,118,7496.94,11,449.81,91
OP-00680,2026-04-22,North,NO-05,8011.68,8168.27,78,6649.46,12,664.94,85
OP-00681,2026-04-23,North,NO-01,11724.42,8678.78,116,8148.84,10,570.41,95
OP-00682,2026-04-23,North,NO-02,12212.93,7861.96,105,7301.36,9,876.16,79
OP-00683,2026-04-23,North,NO-03,9184.13,10720.85,116,7301.36,13,730.13,76
OP-00684,2026-04-23,North,NO-04,11235.90,10312.44,97,5541.21,12,609.53,85
OP-00685,2026-04-23,North,NO-05,9281.83,11843.99,93,7888.08,11,709.92,86
OP-00686,2026-04-24,North,NO-01,8304.79,9189.30,107,7627.32,9,915.27,77
OP-00687,2026-04-24,North,NO-02,10161.16,8780.89,72,6845.03,13,410.70,85
OP-00688,2026-04-24,North,NO-03,8793.31,8066.16,113,5084.88,10,508.48,94
OP-00689,2026-04-24,North,NO-04,7523.17,11537.68,99,7562.13,9,756.21,84
OP-00690,2026-04-24,North,NO-05,11431.31,11843.98,111,7953.27,13,874.85,89
OP-00691,2026-04-27,North,NO-01,7523.17,12048.19,75,5736.79,9,516.31,78
OP-00692,2026-04-27,North,NO-02,11333.60,9393.51,116,8148.84,11,488.93,80
OP-00693,2026-04-27,North,NO-03,11919.82,8882.99,90,5997.55,13,299.87,76
OP-00694,2026-04-27,North,NO-04,12115.23,9189.30,106,5019.69,13,351.37,92
OP-00695,2026-04-27,North,NO-05,10747.38,8576.68,103,7170.98,12,573.67,88
OP-00696,2026-04-28,North,NO-01,7620.87,8678.78,72,7366.55,11,883.98,94
OP-00697,2026-04-28,North,NO-02,9965.75,9087.20,95,5476.02,9,383.32,84
OP-00698,2026-04-28,North,NO-03,10649.68,10516.64,78,7040.60,9,352.03,95
OP-00699,2026-04-28,North,NO-04,10845.09,12150.29,83,7757.70,13,465.46,81
OP-00700,2026-04-28,North,NO-05,7523.17,8066.16,89,7496.94,10,524.78,89
OP-00701,2026-04-01,South,SO-01,10497.65,11504.87,91,6285.79,9,502.86,92
OP-00702,2026-04-01,South,SO-02,8580.68,11504.87,113,7262.23,12,726.22,76
OP-00703,2026-04-01,South,SO-03,11136.63,10249.80,112,7506.33,10,375.31,87
OP-00704,2026-04-01,South,SO-04,11045.35,9099.31,117,5797.57,7,405.82,81
OP-00705,2026-04-01,South,SO-05,9219.67,12550.77,109,5736.55,11,401.55,86
OP-00706,2026-04-02,South,SO-01,7850.41,9308.49,76,7140.17,8,714.01,92
OP-00707,2026-04-02,South,SO-02,10132.51,12550.77,79,4882.17,9,390.57,94
OP-00708,2026-04-02,South,SO-03,6846.29,11714.05,116,4577.03,9,320.39,91
OP-00709,2026-04-02,South,SO-04,8580.68,8471.77,108,6590.93,7,461.36,86
OP-00710,2026-04-02,South,SO-05,8489.40,12132.41,97,7384.28,11,443.05,77
OP-00711,2026-04-03,South,SO-01,10406.36,8785.54,119,4699.09,10,281.94,78
OP-00712,2026-04-03,South,SO-02,11045.35,10458.98,80,7262.22,11,653.59,94
OP-00713,2026-04-03,South,SO-03,9310.96,8471.77,106,6285.79,9,314.28,89
OP-00714,2026-04-03,South,SO-04,7028.86,12759.95,77,6041.68,11,543.75,91
OP-00715,2026-04-03,South,SO-05,6846.29,11609.46,92,6346.82,11,571.21,84
OP-00716,2026-04-06,South,SO-01,10315.08,8471.77,86,4699.09,11,234.95,88
OP-00717,2026-04-06,South,SO-02,8032.98,11504.87,104,5553.47,12,333.20,95
OP-00718,2026-04-06,South,SO-03,11045.35,12341.59,106,6712.98,9,604.16,84
OP-00719,2026-04-06,South,SO-04,10223.79,8367.18,81,4882.17,9,341.75,90
OP-00720,2026-04-06,South,SO-05,8398.12,12132.41,87,6529.90,8,587.69,84
OP-00721,2026-04-07,South,SO-01,10223.79,8576.36,73,6835.04,10,683.50,93
OP-00722,2026-04-07,South,SO-02,7120.14,8785.54,114,5553.47,9,333.20,79
OP-00723,2026-04-07,South,SO-03,9676.09,9099.31,83,7445.31,7,818.98,78
OP-00724,2026-04-07,South,SO-04,10588.93,7844.23,96,5553.47,11,666.41,78
OP-00725,2026-04-07,South,SO-05,11410.48,8576.36,76,5492.44,8,384.47,95
OP-00726,2026-04-08,South,SO-01,7302.71,10354.39,108,6896.06,11,413.76,80
OP-00727,2026-04-08,South,SO-02,8763.25,7948.82,114,6163.74,11,616.37,78
OP-00728,2026-04-08,South,SO-03,9128.39,10145.21,112,6102.71,8,671.29,92
OP-00729,2026-04-08,South,SO-04,10862.78,12550.77,112,5187.30,8,518.73,80
OP-00730,2026-04-08,South,SO-05,9493.52,7948.82,94,7201.20,11,504.08,89
OP-00731,2026-04-09,South,SO-01,10315.08,12550.77,91,6529.90,9,391.79,93
OP-00732,2026-04-09,South,SO-02,10223.79,8053.41,75,5553.47,9,666.41,81
OP-00733,2026-04-09,South,SO-03,7485.28,7844.23,93,6835.04,11,546.80,88
OP-00734,2026-04-09,South,SO-04,9037.10,12132.41,120,7628.39,10,762.83,88
OP-00735,2026-04-09,South,SO-05,11319.20,12027.82,73,7323.25,11,659.09,76
OP-00736,2026-04-10,South,SO-01,10680.21,11086.52,111,5187.30,9,570.60,78
OP-00737,2026-04-10,South,SO-02,11045.35,9726.85,107,6407.85,10,576.70,82
OP-00738,2026-04-10,South,SO-03,10132.51,9308.49,76,5553.47,9,610.88,93
OP-00739,2026-04-10,South,SO-04,10132.51,11818.64,112,5187.30,8,518.73,86
OP-00740,2026-04-10,South,SO-05,8215.55,8576.36,84,7018.12,9,631.63,81
OP-00741,2026-04-13,South,SO-01,6937.57,9622.26,102,6651.95,8,598.67,79
OP-00742,2026-04-13,South,SO-02,6846.29,11400.29,114,7140.17,8,499.81,88
OP-00743,2026-04-13,South,SO-03,10223.79,11400.29,98,7445.31,10,446.71,92
OP-00744,2026-04-13,South,SO-04,9676.09,10877.34,86,6835.04,11,546.80,84
OP-00745,2026-04-13,South,SO-05,10223.79,10354.39,76,6835.04,10,546.80,96
OP-00746,2026-04-14,South,SO-01,7667.85,11818.64,82,6346.82,10,698.15,90
OP-00747,2026-04-14,South,SO-02,9767.37,10458.98,119,5370.38,7,644.44,89
OP-00748,2026-04-14,South,SO-03,11136.63,10145.21,113,5614.49,10,280.72,92
OP-00749,2026-04-14,South,SO-04,6846.29,10458.98,76,6590.93,8,395.45,83
OP-00750,2026-04-14,South,SO-05,11136.63,9203.90,98,6774.01,7,745.14,78
OP-00751,2026-04-15,South,SO-01,8945.82,12759.95,82,7323.25,9,585.86,85
OP-00752,2026-04-15,South,SO-02,9949.94,11400.28,121,7567.36,9,529.71,90
OP-00753,2026-04-15,South,SO-03,11410.48,11818.64,120,7201.20,9,720.12,89
OP-00754,2026-04-15,South,SO-04,10132.51,12341.59,116,5736.55,8,631.02,87
OP-00755,2026-04-15,South,SO-05,10862.78,8053.41,77,7201.20,10,360.06,89
OP-00756,2026-04-16,South,SO-01,10680.21,9203.90,81,6957.09,8,556.56,81
OP-00757,2026-04-16,South,SO-02,9767.37,10145.21,114,7628.39,9,533.98,87
OP-00758,2026-04-16,South,SO-03,8763.25,12969.13,79,4882.17,9,439.39,85
OP-00759,2026-04-16,South,SO-04,10862.78,9831.44,89,5492.44,8,274.62,83
OP-00760,2026-04-16,South,SO-05,8580.68,12237.00,86,5919.63,12,355.17,85
OP-00761,2026-04-17,South,SO-01,7850.41,10668.16,110,5919.63,9,414.37,84
OP-00762,2026-04-17,South,SO-02,9858.66,12550.77,109,7506.33,8,825.69,82
OP-00763,2026-04-17,South,SO-03,8032.98,9622.26,79,6957.09,9,486.99,89
OP-00764,2026-04-17,South,SO-04,7120.14,8994.72,92,6529.90,10,326.49,76
OP-00765,2026-04-17,South,SO-05,10315.08,9517.67,100,7201.20,11,576.09,84
OP-00766,2026-04-20,South,SO-01,11227.92,11295.70,86,6957.09,8,556.56,80
OP-00767,2026-04-20,South,SO-02,10132.51,10354.39,82,5187.30,11,311.23,91
OP-00768,2026-04-20,South,SO-03,8124.26,8680.95,88,6224.76,8,560.22,82
OP-00769,2026-04-20,South,SO-04,9219.67,10458.98,120,7018.12,8,561.44,77
OP-00770,2026-04-20,South,SO-05,7759.13,9831.44,73,7384.28,12,443.05,77
OP-00771,2026-04-21,South,SO-01,8580.68,8158.00,81,6651.95,10,665.19,87
OP-00772,2026-04-21,South,SO-02,7302.71,7948.82,118,6590.93,7,461.36,80
OP-00773,2026-04-21,South,SO-03,11319.20,11086.52,106,7262.22,10,508.35,80
OP-00774,2026-04-21,South,SO-04,11319.20,9726.85,94,7262.22,11,363.11,76
OP-00775,2026-04-21,South,SO-05,7302.71,10354.39,91,7323.25,7,805.55,76
OP-00776,2026-04-22,South,SO-01,10497.65,8367.18,101,6041.68,8,483.33,82
OP-00777,2026-04-22,South,SO-02,9949.94,9622.26,106,6407.85,7,576.70,95
OP-00778,2026-04-22,South,SO-03,8306.83,13073.72,116,7140.17,11,642.61,96
OP-00779,2026-04-22,South,SO-04,9676.09,8367.18,85,5980.66,10,598.06,85
OP-00780,2026-04-22,South,SO-05,9767.37,8053.41,95,6957.09,10,834.85,91
OP-00781,2026-04-23,South,SO-01,9219.67,10563.57,121,7018.12,11,491.26,92
OP-00782,2026-04-23,South,SO-02,9310.96,10145.21,116,5492.44,10,439.39,83
OP-00783,2026-04-23,South,SO-03,7393.99,8262.59,75,6041.68,7,604.16,91
OP-00784,2026-04-23,South,SO-04,11136.63,12759.95,73,6896.06,10,689.60,90
OP-00785,2026-04-23,South,SO-05,7302.71,7844.23,77,5797.57,8,347.85,80
OP-00786,2026-04-24,South,SO-01,6846.29,8680.95,112,5187.30,12,466.85,87
OP-00787,2026-04-24,South,SO-02,10954.06,8890.13,102,7445.31,10,670.07,92
OP-00788,2026-04-24,South,SO-03,10680.21,8680.95,81,5675.52,11,340.53,85
OP-00789,2026-04-24,South,SO-04,8306.83,10668.16,102,5309.36,9,477.84,82
OP-00790,2026-04-24,South,SO-05,8398.12,12132.41,90,7506.33,9,525.44,81
OP-00791,2026-04-27,South,SO-01,9310.95,12655.36,120,5492.44,9,439.39,89
OP-00792,2026-04-27,South,SO-02,6846.29,11295.70,90,6041.68,11,604.16,80
OP-00793,2026-04-27,South,SO-03,7028.86,8262.59,116,7445.31,9,818.98,94
OP-00794,2026-04-27,South,SO-04,7850.41,10354.39,105,7140.17,8,785.41,92
OP-00795,2026-04-27,South,SO-05,9402.24,12759.95,80,6835.04,10,820.20,92
OP-00796,2026-04-28,South,SO-01,10223.79,9308.49,84,5614.49,10,449.15,88
OP-00797,2026-04-28,South,SO-02,10954.06,11714.05,104,6102.71,10,732.32,94
OP-00798,2026-04-28,South,SO-03,9037.10,9413.08,84,6651.95,11,399.11,91
OP-00799,2026-04-28,South,SO-04,9949.94,11818.64,97,6529.90,9,587.69,81
OP-00800,2026-04-28,South,SO-05,7576.56,11609.46,80,7628.39,8,915.40,84
OP-00801,2026-04-01,East,EA-01,7220.40,8937.74,79,6695.77,10,736.53,83
OP-00802,2026-04-01,East,EA-02,9256.92,9457.38,94,5423.58,8,433.88,91
OP-00803,2026-04-01,East,EA-03,9812.34,11328.07,83,5088.79,12,407.10,95
OP-00804,2026-04-01,East,EA-04,10460.32,11639.85,118,5624.45,10,618.68,95
OP-00805,2026-04-01,East,EA-05,7220.40,8002.40,101,6427.94,12,449.95,77
OP-00806,2026-04-02,East,EA-01,8608.94,11535.93,83,5289.66,9,370.27,87
OP-00807,2026-04-02,East,EA-02,9164.35,12367.34,105,7967.97,10,796.79,77
OP-00808,2026-04-02,East,EA-03,8979.21,10080.94,78,7030.56,10,843.66,81
OP-00809,2026-04-02,East,EA-04,10275.18,9665.23,98,6829.69,8,682.96,91
OP-00810,2026-04-02,East,EA-05,11571.15,9769.16,123,6294.03,9,440.58,83
OP-00811,2026-04-03,East,EA-01,9349.49,8522.03,119,6963.61,8,696.36,88
OP-00812,2026-04-03,East,EA-02,11478.58,7794.54,117,6360.99,10,508.87,82
OP-00813,2026-04-03,East,EA-03,7220.40,12263.42,112,5557.49,11,666.89,95
OP-00814,2026-04-03,East,EA-04,10275.18,11432.00,107,6160.11,12,492.80,93
OP-00815,2026-04-03,East,EA-05,9812.34,9873.09,122,7097.52,9,354.87,91
OP-00816,2026-04-06,East,EA-01,11293.44,9457.38,97,7499.27,8,899.91,84
OP-00817,2026-04-06,East,EA-02,11200.87,12783.05,100,6227.07,9,373.62,85
OP-00818,2026-04-06,East,EA-03,10182.61,12990.91,107,6160.11,9,677.61,92
OP-00819,2026-04-06,East,EA-04,8979.21,11328.07,118,6896.65,10,344.83,85
OP-00820,2026-04-06,East,EA-05,9071.78,9249.53,118,7901.01,11,474.06,92
OP-00821,2026-04-07,East,EA-01,10923.17,10184.87,83,8034.93,10,562.44,90
OP-00822,2026-04-07,East,EA-02,7498.11,11535.93,78,7164.48,9,859.73,82
OP-00823,2026-04-07,East,EA-03,8331.23,11639.85,101,8302.76,9,996.33,87
OP-00824,2026-04-07,EAST,EA-04,11293.44,10184.87,100,5289.66,12,476.06,78
OP-00825,2026-04-07,East,EA-05,11293.44,9561.31,105,5624.45,9,449.95,81
OP-00826,2026-04-08,East,EA-01,7312.97,9665.23,89,7901.01,9,711.09,86
OP-00827,2026-04-08,East,EA-02,10367.75,12783.05,92,6896.65,9,827.59,87
OP-00828,2026-04-08,East,EA-03,10275.18,8106.33,93,6494.90,11,779.38,80
OP-00829,2026-04-08,East,EA-04,6942.69,9457.38,101,6561.86,12,459.33,81
OP-00830,2026-04-08,East,EA-05,8886.64,9873.09,92,7365.35,9,368.26,82
OP-00831,2026-04-09,East,EA-01,11200.87,12055.56,111,7566.23,12,680.96,81
OP-00832,2026-04-09,East,EA-02,11108.31,9041.67,107,5222.70,9,626.72,87
OP-00833,2026-04-09,East,EA-03,9812.34,12263.42,97,6227.07,8,435.89,82
OP-00834,2026-04-09,East,EA-04,9997.48,10184.87,82,6628.82,12,596.59,79
OP-00835,2026-04-09,East,EA-05,8608.94,12783.05,82,7967.97,9,876.47,90
OP-00836,2026-04-10,East,EA-01,10367.75,9769.16,119,6963.61,11,348.18,80
OP-00837,2026-04-10,East,EA-02,8608.94,9561.31,83,6762.73,11,405.76,93
OP-00838,2026-04-10,East,EA-03,9164.35,9457.38,83,7499.27,11,749.92,91
OP-00839,2026-04-10,East,EA-04,7498.11,9353.45,118,7633.18,9,839.64,78
OP-00840,2026-04-10,East,EA-05,10738.03,9561.31,76,8235.80,9,823.58,88
OP-00841,2026-04-13,East,EA-01,7683.24,11639.85,99,5423.58,11,650.82,91
OP-00842,2026-04-13,East,EA-02,9071.78,12471.27,111,5758.37,11,287.91,87
OP-00843,2026-04-13,East,EA-03,7683.24,12886.98,115,7901.01,10,395.05,94
OP-00844,2026-04-13,East,EA-04,7775.81,8210.25,113,5892.28,13,530.30,86
OP-00845,2026-04-13,East,EA-05,10738.03,11951.63,119,6762.73,8,608.64,93
OP-00846,2026-04-14,East,EA-01,10645.46,8314.18,124,7365.35,10,810.18,84
OP-00847,2026-04-14,East,EA-02,7775.81,8729.89,121,6963.61,11,765.99,76
OP-00848,2026-04-14,East,EA-03,9997.48,8314.18,119,6494.90,8,584.54,79
OP-00849,2026-04-14,East,EA-04,8701.51,11535.93,90,6026.20,9,482.09,85
OP-00850,2026-04-14,East,EA-05,9997.47,8418.11,93,7901.01,11,948.12,81
OP-00851,2026-04-15,East,EA-01,9164.35,11639.85,109,7030.56,12,773.36,81
OP-00852,2026-04-15,East,EA-02,11293.44,9977.02,77,5222.70,10,417.81,94
OP-00853,2026-04-15,East,EA-03,11015.74,10496.65,103,6160.11,8,308.00,80
OP-00854,2026-04-15,East,EA-04,8979.21,10080.94,101,7967.97,11,876.47,80
OP-00855,2026-04-15,East,EA-05,10552.89,9353.45,90,5088.79,10,254.43,86
OP-00856,2026-04-16,East,EA-01,10645.46,11535.93,101,5758.37,12,403.08,92
OP-00857,2026-04-16,East,EA-02,11571.15,7794.54,107,7566.23,10,680.96,96
OP-00858,2026-04-16,East,EA-03,9349.49,12159.49,91,7499.27,13,599.94,87
OP-00859,2026-04-16,East,EA-04,8423.80,7794.54,90,7097.52,8,638.77,92
OP-00860,2026-04-16,East,EA-05,10275.18,9561.31,107,5289.66,11,634.75,89
OP-00861,2026-04-17,East,EA-01,11293.44,12886.98,98,5959.24,9,357.55,83
OP-00862,2026-04-17,East,EA-02,8979.21,11328.07,84,6093.15,11,365.58,94
OP-00863,2026-04-17,East,EA-03,9627.20,9665.23,77,6360.99,13,445.26,91
OP-00864,2026-04-17,East,EA-04,10830.60,12886.98,90,5356.62,10,535.66,91
OP-00865,2026-04-17,East,EA-05,8423.80,11224.14,98,5021.83,13,301.30,84
OP-00866,2026-04-20,East,EA-01,8053.52,11535.93,82,5356.62,11,535.66,94
OP-00867,2026-04-20,East,EA-02,10923.17,11016.29,110,7767.10,11,466.02,85
OP-00868,2026-04-20,East,EA-03,7590.68,10392.73,88,8168.84,8,408.44,84
OP-00869,2026-04-20,East,EA-04,9442.06,10392.73,103,6026.20,9,421.83,78
OP-00870,2026-04-20,East,EA-05,10275.18,8522.03,120,7231.44,10,650.82,94
OP-00871,2026-04-21,East,EA-01,10830.60,9041.67,118,7967.97,9,398.39,82
OP-00872,2026-04-21,East,EA-02,10275.18,12783.05,83,7365.35,13,736.53,80
OP-00873,2026-04-21,East,EA-03,8423.80,10392.73,87,7164.48,10,358.22,79
OP-00874,2026-04-21,East,EA-04,7868.38,10392.73,77,6963.61,10,696.36,76
OP-00875,2026-04-21,East,EA-05,8423.80,9041.67,93,6896.65,9,551.73,80
OP-00876,2026-04-22,East,EA-01,9997.47,11535.92,112,8235.80,9,411.79,78
OP-00877,2026-04-22,East,EA-02,7498.11,10912.36,100,6227.07,10,373.62,88
OP-00878,2026-04-22,East,EA-03,8886.64,8314.18,95,7767.10,9,388.35,84
OP-00879,2026-04-22,East,EA-04,8979.21,12367.34,94,6695.77,11,468.70,78
OP-00880,2026-04-22,East,EA-05,11108.31,12263.42,100,5691.41,11,341.48,79
OP-00881,2026-04-23,East,EA-01,9719.77,10912.36,106,5222.70,10,522.27,93
OP-00882,2026-04-23,East,EA-02,10182.61,8522.03,85,5892.28,8,648.15,85
OP-00883,2026-04-23,East,EA-03,8331.23,11432.00,87,6494.90,11,714.43,84
OP-00884,2026-04-23,East,EA-04,9256.92,12471.27,122,6026.20,11,602.62,85
OP-00885,2026-04-23,East,EA-05,8794.08,12575.20,96,7231.44,8,506.20,82
OP-00886,2026-04-24,East,EA-01,8979.21,8418.11,77,6896.65,9,344.83,83
OP-00887,2026-04-24,East,EA-02,10275.18,8002.40,82,8168.84,11,898.57,84
OP-00888,2026-04-24,East,EA-03,9812.34,12575.20,102,7432.31,12,817.55,96
OP-00889,2026-04-24,East,EA-04,10367.75,8833.82,124,8369.72,8,753.27,86
OP-00890,2026-04-24,East,EA-05,10275.18,8418.11,107,7097.52,9,851.70,76
OP-00891,2026-04-27,East,EA-01,10182.61,9457.38,119,6561.86,12,328.09,82
OP-00892,2026-04-27,East,EA-02,9164.35,8314.18,91,5289.66,9,264.48,89
OP-00893,2026-04-27,East,EA-03,10738.03,7898.47,113,6160.11,12,308.00,83
OP-00894,2026-04-27,East,EA-04,8979.21,12367.34,82,6360.99,13,445.26,76
OP-00895,2026-04-27,East,EA-05,9256.92,8729.89,124,7499.27,8,824.91,93
OP-00896,2026-04-28,East,EA-01,11108.31,11535.92,91,7633.18,10,763.31,82
OP-00897,2026-04-28,East,EA-02,7590.68,10808.43,75,6160.11,11,308.00,96
OP-00898,2026-04-28,East,EA-03,9442.06,8625.96,79,5758.37,9,403.08,89
OP-00899,2026-04-28,East,EA-04,11478.58,12367.34,89,5222.70,13,522.27,76
OP-00900,2026-04-28,East,EA-05,8331.23,12471.27,89,6294.03,8,629.40,76
OP-00901,2026-04-01,West,WE-01,12110.88,11743.82,113,6400.19,10,576.01,85
OP-00902,2026-04-01,West,WE-02,11915.54,10824.74,94,8139.38,11,406.96,77
OP-00903,2026-04-01,West,WE-03,11329.53,11028.98,98,8069.81,8,887.67,79
OP-00904,2026-04-01,West,WE-04,7813.47,12050.18,95,7443.70,10,372.18,76
OP-00905,2026-04-01,West,WE-05,10938.86,12050.18,76,6539.33,12,392.35,87
OP-00906,2026-04-02,West,WE-01,11329.53,7659.02,91,8069.81,9,887.67,84
OP-00907,2026-04-02,West,WE-02,8985.49,10824.74,124,8278.51,11,910.63,82
OP-00908,2026-04-02,West,WE-03,9669.17,11028.98,127,6817.60,9,749.93,94
OP-00909,2026-04-02,West,WE-04,9180.83,11335.34,126,7235.00,8,723.50,91
OP-00910,2026-04-02,West,WE-05,9571.50,11437.46,102,6121.92,9,612.19,76
OP-00911,2026-04-03,West,WE-01,12208.55,12560.79,106,7861.11,10,943.33,91
OP-00912,2026-04-03,West,WE-02,9083.16,7761.14,78,8417.64,10,589.23,91
OP-00913,2026-04-03,West,WE-03,9473.83,12152.30,111,6052.36,10,423.66,77
OP-00914,2026-04-03,West,WE-04,7618.13,9905.66,105,7165.43,11,859.85,96
OP-00915,2026-04-03,West,WE-05,10841.19,12662.91,124,7443.70,12,595.49,89
OP-00916,2026-04-06,West,WE-01,8985.49,10620.50,85,7652.40,13,765.24,96
OP-00917,2026-04-06,West,WE-02,8204.14,8271.74,94,5565.38,11,667.84,87
OP-00918,2026-04-06,West,WE-03,11622.54,12356.55,127,8626.35,9,690.10,92
OP-00919,2026-04-06,West,WE-04,7813.47,11641.70,86,6191.49,11,681.06,95
OP-00920,2026-04-06,West,WE-05,9962.17,11233.22,93,7721.97,12,463.31,89
